2	I have been on an up swing today. My girlfriend and I were having an awful fight for about 24 hours and I am also recovering from becoming quite sick last week. 
2	Tues Oct 20
2	Today me and mom went out to the pop up shop with a bunch of local buisnesses and got some cookies and cheesecake from the local business. We also went to a new location store where I was able to find a Christmas gift for Lynn and one for mom. And they?€?re super cute. I really liked that shop. We got the Christmas tree up and even made a back drop of a fireplace for behind it. It was a really fun needed break from school and work stress 
2	Busy but a good day...Class
2	Had some notes to do for my classes that a got done
2	I just got back from spending the weekend at StFX university visiting my best friend. I had such a great weekend and I made some new friends as well. It got me excited for Christmas break because I get to see her again. 
2	Woke up with my girlfriend in the morning and hung out with her for the morning
2	Today I woke up and went to my 8
2	Today I woke up early and ate breakfast which is something that I do not always do. I prepared for my presentation with my advisor and gave a good presentation. I am happy with how the presentation went and now feel that I am ready to continue working on my independent study. I am grateful for my advisor for all that he has and is doing for my education. My girlfriend came back home after being away for a night. I now feel less tense and happier that she is home. I was able to go grocery shopping with her and I am proud of myself that I went with her. I am not always able to go due to not scheduling my time properly. We ate a nice dinner and talked about our objectives for the rest of the week. This made me feel less anxious. I am going to bed by 9
2	I feel so tired
2	Got a lot of progress done on work
2	Today I got the news that we were hit with 11 new cases of covid 19. I knew that if cases kept rising that I would be risking living at home cheaply with my parents and I now think I should have never applied to get the jobs I have currently. I am frustrated and I feel trapped. The thing is
2	Feeling great today. Busy but good day at practicum. Lots of projects on the go and still feeling stressed but trying to focus on the big picture. Practicum is flying by. This week is flying by. The busier I am
2	Stayed up way too late on my phone which made me sleep in past my alarm. I planned to get through a bunch of lectures I am behind on but since i slept in I didnt start as early as I wanted to. Then my friend asked me to drive her to a doctors appointment so of course I did. I was glad to help her out but this also delayed my homework start even further so I didn't really get to working on school work until about 4PM. I also did not eat regular meals today so I was feeling hungry. My energy levels were low so when I was doing school work I was not able to focus well.
2	finally moved out of Nova scotia. I found a person to take the room and we are finalizing the paper work. It's good to be back home in ontario and with my girlfriend again.
2	I spent some quality time with Eric this weekend. It felt good to reconnect and make some plans/learn some skills to strengthen our marriage.
2	Today I went to smile in the morning
2	Today was really good surprisingly! Yesterday was pretty shit but today I spent it at smile in the morning
2	Today I went to a coffee shop and worked on my paper. I'm grateful that Halifax has nice coffee shops because I find I work best at them! 
2	I am feeling better about my day. In my last journal
2	Today was really busy and stressful
2	Today I woke up closer to the time that I wanted to compared to other days (only a half hour later). I started my day with yoga and meditation followed with breakfast. I took my time with breakfast this morning since I had extra time by painting my nails and watching a bit more of a documentary. As far as work goes I got two hours down for an assignment
2	Today was a very good day. I spent the day with my friends Haylea and Sam at school. We laughed and did our homework
2	Today was an interesting day
2	Had a fair bit of school work to do today
2	Woke up and did a redo of my quiz today
2	Today was a great day. I went to work for the morning
2	Went for a walk on the Waterfront with my girlfriend and then went to get my PlayStation fixed. Hung out with my friends at night which was fun
2	I felt a little unproductive today
2	Today was a good day. I worked and it was nice to see some of my co-workers. I didn't work for a couple weeks so it was nice to be back. When i got home
2	I woke up late which made me feel like my day was not set up for success. However
2	it is a nice day. although i did not lots of homework
2	Had a really good day. Got all my assignments done i needed to
2	It's been a long day. I got so much done
2	I hung out with my friends went to all my classes and talked to my mom
2	The day started off a little sideways so I supcontousely wrote it off. Even though school went really fast
2	Today after research methods I went to the gym and did legs but I felt drained from all the studying
2	Today I had the realization that the Q life program has real benefits to my life. I have been paying much more attention to the way that i talk to myself and the way that i speak to others. I am putting effort into finding the good in things and being much more positive all around. I also had this realization and immediately decided that I wanted to journal it because it hepls me organize my thoughts. 
2	I could not get motivated at all today! I did end up getting everything done that I needed to
2	friday oct 2
2	I am writing this for yesterday (Feb 10) and it was a good day. I got to spend some time with some good friends. we laughed and talked about many things
2	Is a good day. No school Monday. Super pumped.
2	Did a little bit of notes today
2	I forgot to journal last night
2	The day started off great
2	I have made my lists and prioritized the rest of the semester.
2	Today was a better day at practicum. Productive morning but frustrating afternoon because the laptop I use doesn't always work and it didn't let me save the document I was working on so I had to do it a second time. And then I had to step out of the room which made me lose time to get work done during the day. I felt exhausted and almost fell asleep during a meeting. I need to get more sleep tonight. But today was better than Friday. Finally coming along with some projects but still have many to get through.
2	Feeling better about how to practice resilience during stressful situations. I am able to remain positive and have self-efficacy! 
2	Today was an interesting day.
2	Feel confident after my Psych exam. I think it went well.
2	woke up today feeling oddly energized. I was focused on getting my studying done at the library and was able to get good meals in all day. Last night I remember people commenting on my physical appearance and how I look like I've gained weight and muscle
2	Strenuous and very mentally exhausting but I made dinner 
2	today I had a midterm and 3 type interviews which was stressful. tomorrow is my birthday and I am excited about that. I need to finish my lab report which will be nice but I don't really want to do a lot of work on my birthday I am tired and I need to go to bed lol 
2	Today is Sunday. One more week of admin rotation. Feeling a little stressed and trying to work on some practicum stuff so I won't be super stressed this week. But I just finished the section on stress and I know that some stress is beneficial as it helps us reach our optimum performance. I am also trying to control my day and my emotions
2	Today was busy
2	Wrote my midterm today that went really well
2	tired. because i have lots of things to prepare test in the next week. the most important is i have pressure to my tests. i hope i can get a good mark. 
2	Today after work I was very tired and had a really bad headache. Although Igor some review in for my exam tomorrow I probably could have done more. But instead I fell asleep by accident. Today we celebrated my
2	Had to wake up really early today and go to an eye appointment which took a really long time. Didn?€?t get a great sleep last night so I had a 3 hour nap after my appointment
2	cinders makes me happyy and tovah was so cute last night
2	Today was actually good but when i received a mail from my school about my school fees i was devastated
2	Had a quiz today for physiology that went pretty well
2	Hungover all day
2	Today was fun we went for a ride on our buggy and then I came back to Acadia. I was feeling a bit icky today and pooped a lot but I'm feeling mostly better now 
2	Woke up today feeling a bit down
2	Today has been interesting. My Wednesdays are busy in terms of classes but in the morning I like to wake up early before the first class of the day to give myself time to really become alert and ready for the day. I enjoyed seeing the sun shine and melting the snow of the day before. I knew today was going to be difficult as a soccer fan and my team unfortunately lost but I got over it already. My school work was kinda boring
2	Woke up a bit hungover. Got school notes done during the day and then hung out with my girlfriend playing video games at night to relax. A really fun relaxing Sunday.
2	Had a really good day today. Went and played pickleball for 2 hours today
2	Today I had the day off which was nice. I was able to sleep in this morning
2	Had a lot of work to do today
2	Woke up feeling very refreshed. I was a little stressed out because I am having some trouble writing an essay
2	Feeling a bit tired but I have been really productive so that is good
2	Woke up and had a midterm
2	Today was a chill day. I got to go see the car I am going to buy and it has really low mileage. The only downsides were no cruise control and manual windows
2	I woke up way too early. Did an encouraging devotional. Made my family breakfast. Fed the horses. Did homework/completed an assignment. Took the dog for a walk. Went for a run. showered. Ate lunch. Did a little bit of school work. Drove back to wolfville. cried the whole way. went to lecture. watched a recorded lecture. did my q-life work. felt encouraged.
2	I had an early work shift this morning but couldn't fall asleep last night so I woke up tired. work wasn't too bad but during the lunch rush
2	I woke up feeling quite tired
2	Did notes for my midterm tommorow
2	Did a little bit of work for Spanish class today
2	I started my day by having brunch with my friend. This gave me the energy and mood boost to start my day right. I was productive for the rest of the day and used time-blocking to structure my work.
2	Nothing special
2	Sabrina came home today! It was really good to see her. i always forget just how much fun it is to have the three of ours humor togeather! School was very tiring becuse I had a class this morning
2	Had a really good turkey dinner
2	I had a good day today. I am through the first round of midterms and got a great workout in. Now it is time for a restful sleep to recharge.
2	Today has been a good day
2	First day back after feeding break
2	Today went well
2	I was very stressed about my chemistry exam today and this morning I thought that I needed more practice. After finishing the exam I felt relieved and found it way easier than I thought it would be. I enjoyed a peaceful lunch outside afterwards. 
2	Starting off tired but good news - finished laundry
2	Woke up pretty late this morning and played some video games. Went to play road hockey with friends during the afternoon which was really fun and then I came home
2	Wrote a lot of notes today
2	Today I got a scholarship application done and submitted which I had planned to do today. I didn?€?t get much other homework done after work as me and mom just say at the kitchen table amd relaxed and talked. I finally got my raise at work which feels good thoigh. Makes me feel appreciated. 
2	Today has been a nice day so far. It is Monday and the beginning of our study break for school. I have allowed myself to be somewhat lazy
2	i called in sick to work today bc i was throwing up last night. i felt pretty good today other than that. i took baloo to yorkre doubt with chris and coronavirus is happening and so everything is starting to get shut down
2	Today I am tired so I have been unproductive. 
2	Had a midterm today which went decent. Took some notes and then went over to my girlfriends house which was really nice. Sadly didn?€?t get any exercise today. Watching some tv before another midterm tommorow. Hoping to get to sleep early.
2	Today was chill
2	Today I had a great day. I woke up feeling refreshed and ready to go
2	I am having a good day
2	I went home for the day and had a really good stress free day 
2	Had a bit of a stressful day with school
2	Quiet day
2	Tough weekend
2	I was able to get a lot of school work done
2	I studied for my midterm coming up and it is stressful.
2	feeling very neutral today. met up with some friends. I am a little stressed about school work. 
2	Felt good. Productive. Prepped a lot yesterday. Ate well. 
2	today was a neutral day. I spent a lot of time on my computer watching lectures and doing school work. I did feel a little down today about some things unrelated to school. Im just not sure how to fix the thing im worrying about but I also don't want to fixate on it
2	Today I had a sociology midterm and jr went better than I thought considering a lack of studding. I was able to hang out with my friends and accomplish some school but I am stressed about my biomechanics meeting and wuiz tomorrow on projectile motion but happy to get some clarity. 
2	Today has not been great but hoping tomorrow will be better
2	Today I did a 15km wash ride first thing in the morning. I was very tired so I didn't do much until lunch. After lunch I did weights
2	I am packing to go home so I have been very busy but am excited to head home
2	Down about failing my quiz. Hope I can bounce back next time.
2	I had to redo my first aid course today. Wasn?€?t all too bad but kind of annoying. Afterwards I got to hang out with with my friends and my girlfriend and watch a movie at night to relax and have fun
2	It seems that I'm a really boring person
2	Today was Friday and it wasn't too bad of a day. It was chilly outside and was a cold walk to campus
2	my day was very productive in relation to schoolwork
2	Spent the day doing school work which was kind of boring but made me feel productive. Not really looking forward to school tomorrow but it's getting closer to summer break.
2	Day seemed dazy being Sunday
2	today i didnt get as much homewor as I hoped to get done as well I ended up eating too much when we went out to dinner. i had a very off and unproductive day and I wish it could have been more productive. as a result I am up later than I wanted trying to get things done that I should have already done. 
2	Today was a good day. A few events stressed me out but overall I was okah
2	Today I did online school all day. I had a midterm
2	Today was overall productive. I'm still struggling to find time to fit in exercise. I need to start tomorrow and get my mental state ready for the rest of the week.
2	today was a good day at home with Sarah and then then evening with dev and his sister and boyfriend shopping 
2	i have headache
2	I hate corona lol its so stupid literally everyone take a chill pill. please. 
2	I don?€?t feel too bad today. But I have a little stress on studying and working
2	I had a good today. I stayed on top of my work and aced a pop quiz. I am enjoying doing these journals and reflect upon my day.
2	"I felt a mix of emotions today. I felt really excited for the day and I felt like I could be more focused and accomplish more now that I have my ""own"" space. I was really excited about the opportunities with the idea competition and research. At the same time I was feeling lonely in the apartment and I just wasn't feeling very loved and cared for today. I was still going through mom's comments from last night"
2	Today was pretty excited in terms of the business I am looking at starting regarding the vegan lifestyle. I posted on a few different facebook groups to gather some research and I now have a few meetings set with different people that I spoke with online. This week is going to be probably a little busy and thankfully I do not work too much. I predict I will probably get a couple shifts at bell however and I hope I don't have to worry about any covid scares. If I even slightly feel like I am getting symptoms I will be staying home
2	I had a productive day after a restful sleep last night. I exercised and got work done. Didn't quite finish all of it but that is ok.
2	today I studied and went to all of my classes. I am a queen. a legend. a myth. I went to dance HAHA physical activity. I am shitting bricks for my interview tomorrow. Stay tuned dear diary so that I can fill you in tomorrow <3 ;) ttyl xox
2	I had a really bad day i found out i gained a lot of weight and cried for hours and was stressed about a midterm i wrote and then suggest a break from my boyfriend but then talked to my best friend and realized that isn?€?t what will help me i need to help myself by going to a professional 
2	Joined a new gym and did groceries. Finished a lab 3 days early!
2	I worked this morning then went to the barn and went riding with my friend. now im finishing up homework
2	Today was a bit more relaxed because I didn't have any pressing tasks. I spent most of the day getting caught up with lessons and notes
2	Had a midterm today for a class that was an essay and got a good chunk of it done which I?€?m really glad about. Went for a nice long walk which was really nice to get exercise and get out of my room
2	today was another day
2	Was a good start to a Monday. I had a great sleep had a practice and a workout this morning and managed to get a lot of work done.
2	Boring day
2	Yesterday was a really rough day for me. I didn't do school work on the weekend so I was really behind
2	Went for a little walk today then did some notes during the day
2	Very relaxing day
2	Had a good day
2	I felt really excited about the day when I woke up. I felt like I was going to crush it and I had a very thought out plan for the day. I quickly realized that I felt very tired and I wasn't sure if it's because of my iron or something else. I'm really hoping that this exhaustion issue gets solved soon. I might just be asking too much of myself
2	Went to get a burger with my girlfriend and my friend
2	Today has been a good day. I had a psychology midterm that went okay
2	I came home from university today and saw my girlfriend
2	Today was good I came home from school and hung out with my fam and just chilled. I'm very grateful to have received an invitation for a video interview with intact I am so proud of myself. I am also grateful I am able to come home to my parents and Rocky
2	a pretty stressful day with my workload etc 
2	I woke up
2	midterm went well today!
2	Today was good
2	Went for a nice long walk this morning to the bank and back. Got home and did some work today
2	Did a lot of studying and work today. Got pretty caught up on my school work which takes a load off of how I was feeling about it. All prepared for school tomorrow
2	Today was a good day. I spent the day with my family and studied for my test tomorrow morning
2	Today
2	I completed my homework today. I feel comfortable and easy with my eating
2	Today is my busiest day. I have yet to get a break to do school work !! But am thankful to be able to do all of the things im able to do 
2	Went up to university today
2	Today i went to school from janet and steves
2	School is cancelled because of the virus outbreak so a lot of stress has been removed from upcoming assignments. 
2	I feel okay still a bit down because I am still isolating and cannot exercise. 
2	been in bed all day
2	got groceries
2	Today
2	Did not get a great sleep last night which caused me to have a not so great day.
2	I am not enjoying this quarantine and social isolation due to covid 19 however i understand that social distancing is important to f;atten the curve and keep myself and my family who are all high risk safe. 
2	I woke up at 5am to receive word on going to work (snow removal). It was a go so I made breakfast and coffee and went.  I shovelled for 5 hours. I have been feeling sick the last few days but it hasn't gotten worse than a sore throat and head ache. I already have most of my next essay done so that does not concern me.  
2	Didn't get much sleep last night so I was very tired today and unproductive. I completed an exam and did worse than I wanted to
2	I drove all the way home from the camp gound today
2	I did very well on my midterm and got a good grade on my bio midterm. Lifting is going well
2	Did a lot of work today and got stuff done to make it able to get on the computer with my friends tonight. A pretty good day and actually got some physical activity in.
2	I'm starting my day with a lot to do in this upcoming weekend school wise. It doesn't seem to end with the amount of work I need to get done. I'm trying to prepare by scheduling times outside of my room to take walks and go to the gym so I won't be sitting at my desk all day. I've been having trouble with overthinking and underappreciating the work I am doing on a daily basis. I focus sometimes on that one thing I didn't get done or when I did poorly on a quiz when I got all this other work done that I should be proud of. I'm trying to take steps back to see the bigger picture daily
2	So much to do still for school but now the kids are here 24/7......trying to push forward a bit at a time but it feels like I'm just not going to get everything done on time. 
2	I was moving my stuff back from school today and became very overwhelmed and stressed with how messy my room became with all of the excess stuff I am not used to having (from my dorm). I worried a lot about the COVID-19 virus and my grades. I got myself a few projects for my quarantine. 
2	It was boring
2	got a lot of school work done
2	Good day
2	I started to get caught up on school work. I had to drop a course this term because the workload was too high to keep up with as well as work
2	Today I spent some time with my niece and nephews
2	idk
2	Today was fine
2	Awesome day. Just chilled and did so much school work. Ate well
2	I took a break from the Q-Life because I was really busy with schoolwork. Today I returned to it and am happy that I did. I become more mindful after watching the videos and writing about my day so I am planning to do the Q-Life more consistently now.
2	I feel lonely
2	I got lots of sleep last night but still somehow still feel tired. Not quite sure why that is. I also exercise and got some homework done so that's good too.
2	Last night I was really stressing over getting into queens. The coach has been taking a long time to respond. However
2	Having been very disciplined organizing my physical active life along with getting good quality of homework done.
2	Today went by quick so that was nice
2	My day hasnt started quite yet
2	Today I am grateful to be safe and healthy
2	Today we the weekend before Thanksgiving and I am so excited for the long weekend. I am going to take a well-deserved break this weekend.
2	I got to meet with some new friends today. Feeling optimistic about the future. Lots to still do.
2	I only has one class today so that was nice. I came back and got a lot of work done which I was very proud of. I am going home tomorrow for fall break and I cant wait
2	My day is good!!!
2	I enjoyed spending time with my friends today. Studying with them is very encouraging. Hope the exam goes well tomorrow.
2	I wasn't as productive as I wish I was this weekend
2	Today I woke up with a plan for my day
2	I woke up feeling refreshed and ready for my day. I went and saw a play for my English class with my friend which was really fun! I got a little tired and was unable to work on my essay which made a little stressed but I know it will be ok
2	Today I had class then went to the barn and saw my horse now im hanging out with my boyfriend doing some homework 
2	Today was overall a good day. I spent some time with my friends
2	Tired but optimistic
2	I had a test that I am not too sure of. It made my day have a rocky start. 
2	Just down
2	I am finally home on reading week! I love being in my own bed and being around my family. Tomorrow I am going to see some of my friends who I have not seen in a long time and I am excited to catch up with them
2	Today I had way too much work to do and not enough time to do it. I haven't had time to talk to people in my circle
2	Did some notes in the morning and then hung out with my girlfriend for the rest of the day. Went on a walk with her which was nice and then got some food. Later in the evening I came back home and played some video games. Looking forward to the next few days cause I have a break from school
2	i was up late last night completing assignments and I couldn't sleep well because my shoulder and neck really hurt. today my shoulder an dneck were still bothering me and it mad it hard to focus and concentrate on work and school. as well everyone at work was on edge workers and customers included and it was hard to remain positive when everyone around you is being negative. i completed my german homework but i didn't not get to study much before my quiz tomorrow. tomorrow my goals after my KINE class are to get my notes caught up for the last week. i am not going to watch any tv until all my notes are done and i have reviewed a bit of my work as well as listened o some of the book that we are doing in class tomorrow. 
2	Today I was very productive. I got caught up in my nutrition course and I got some more of my German quizes done. I?€?m a bit upset with myself how far behind I let myself get in my courses but it has made me set a goal for next semester. I am going to get all of my assignments done before the due date I don?€?t wanna be stressed and paniced with everything all the time and catching up for weeks of my work and notes. So I am going to satu on top of things. And when I do fall behind don?€?t get into the mind set of I?€?m already behind I?€?ll just latch up on the weekend because that?€?s a lot of work. I also have been lacking in excercising and I know I need to do better than I have. I have only been doing about a 5 to 10 minute workout just somthing to get me out of my desk chair and moving a little bit because I?€?m so behind in classes it?€?s hard to find time. So beginning over Christmas break I am going to begin working out regularly. This will also lead. Into next semester I will plan my days better and allow for time to exercise. With getting ahead on assignments I?€?ll have more time to myself to do things like exercise. 
2	Today was productive. I am a little stressed because next week is busy. I feel happy but just kind of stuck
2	Today seems so nice 
2	I woke up feeling energized. I had a bath and had breakfast after which I went to school. So far I will say my day is going on smoothly.
2	Physics lab was difficult to understand
2	Today was stressful. I had two midterms and studied all day. I'm really hoping it pays off and that I can relax a bit next week 
2	Today I completed a lot of homework and assignments and caught up on school. But more importantly I caught up on my personal stuff. I havnt put laundry away in a few weeks just being so over whelmed with school and work I would wash it but then it has just been sitting in the basket clean in the middle of my bedroom. Today I finally put it away as well as rearranged my clothes to remove the summer clothes and pull out some items I no longer wear to give away. I felt really good about myself after that little bit of productivity. And my room feel more neat and organized. It meakes me more calm not that it?€?s neat. 
2	Felt good
2	Today was a low energy day. Rough sleep last night and now I am struggling to pay attention in class. Nevertheless
2	Today was a great start. But I just burned out at the end and didn't get anything done.
2	I really did not want to do my writing assignment
2	First time journaling online in a while. I usually have a journal of my own that I fill a few times a week
2	it is a happy day. my today tasks all have done. there is no more test in next week. the final midterm is coming soon
2	It has been a while since I last journaled and completed any Q-life stuff. Too bad because I was on a roll and was feeling great about my progress and started feeling the effects. I am currently on day 5 of recovery after surgery. I am now off of percocet and feeling better
2	Today I went to bridgetown to spend time with my boyfriend and watch him play some hockey. His Dad brought me tea to the game and it?€?s little things like that that mean the most to me. 
2	I did not get much sleep
2	I had classes most of the day until 4 and I had my in person class
2	Today I came back to school after reading week. I miss my family and I wish I could spend more time with them
2	I had work and now I?€?m at janets with Chris. Felt stressed 
2	I started today not well and fresh like the others. Maybe because I have just received a message that took my mood down. However
2	My day is not over yet but I am grateful that I was able to wake up this morning and seize the day
2	today i woke up soooooo tired.  however i made the most of it and got a lot of studying done for my midterm at the end of the week.
2	this morning was rough. the afternoon was really good. evening has been hard and disappointing as well as stressful. 
2	Completed the homework required for today session. Worked on CRN project
2	i was unproductive and tired
2	I got through a hard week of school and assignments
2	Today is a good day 
2	friday oct 9
2	i completed the Q life videos and feel like i?€?ve learned so much
2	I was decently productive today. I'm slowly working towards my exam for Wednesday.
2	cindy is gone so im sad
2	This weekend is one of those weekends that I consider the calm before the storm. Full of work to do
2	I am trying to catch up on school work
2	Today was a good day! I went to work with mom did a bunch of stuff for her... It's crazy in there though trying to figure out what's gonna happen with the virus but it's all good! La Frasca offered us food so we got some lunch! Back again tomorrow we'll see how it goes 
2	I did not get a restful sleep leading me to feel extremely tired this morning and I decided to skip my classes
2	Today I wrote my physiology midterm
2	Today I am grateful for that I moved one step closer to finishing up my third year of university. 
2	Today I went to the dentist. Thankfully nothing major. I want to be able to accept myself.
2	Today was normal... I just went to class then went home yay! After I got home I just was lazy and then mom and I got Chinese food and watch volleyball!
2	Studied all day 
2	I made a really good schedule for today but I slept through my alarm and so I was really behind and got 2 more hours of sleep than I wanted to. After that it was hard to feel back on track. 
2	Had a really good day with my girlfriend playing golf and then going to get dinner
2	I killed 2 quizzes today and am all caught up on my school work! Life is good!
2	I am on reading week
2	I woke up sick today finding it hard to gather motivation to study and prepare myself for my midterm tomorrow but the weather and sunshine is making my mood better then it could have been.
2	Very tired and low energy today
2	A really relaxing day today
2	Today i am grateful for being healthy
2	today im grateful for a loving boyfriend
2	I got off to a rough start today because my back was killing me!! After some stretching and breathing exercises
2	today i did some studying
2	Today I still struggled with my energy
2	Today was crazy!!! I had 2 labs and course advising back to back and I am very drained. I am grateful that biomechanics lab was not too too bad and was able to get through it
2	"Today is the first day of ""online school"". I am taking the coronavirus seriously and doing what I can in my part to stay clean and remain sane. I have cleaned my apartment this morning and I am picking away at a lab that is due by Friday. I am hoping to get the rest of my assignments done by Wednesday apart from my essay so I can focus on my online class. All is going well right now"
2	I woke up very tired and stressed today because I had two quizzes to complete and I still needed to review material for one of those quizzes. I also signed up for a seminar but didn't think I would attend because of what I had to do today
2	It is a good day so far
2	Woke up this morning and had a good breakfast before heading over to my girlfriends house
2	Completed lots of homework
2	Another day spent studying for exams. 
2	Got some work done today and then went to a Christmas craft fair which was really fun. Hung out with my girlfriend all day which was really nice. Really nice day
2	i felt a bit unmotivated today which was annoying because i dont want to fall back into those ways. i tried to work out but it was really hard to make myself and then my hips were bothering me so i stopped. dad sandy chris and i made pizza and had carrot cake tonight. it was really nice we all spoke about some things that were bothering us.
2	Today was a normal school day... went to class then I came back and was able to finish lab 4 so thank god I'll be ahead somewhat. Other than that I just chilled 
2	I am taking a mental health day from studying and I have a BBQ with my family today which I am very excited about 
2	Today was good! I went to all of my classes
2	Today was a slower day
2	Too exhausting a day.
2	Today
2	had a great ol day 
2	I had a great relaxing Sunday today
2	I had a French midterm that was a bit hard! but I went to the gym after and it felt good! I ate yummy food and accomplished a lot assignments
2	Got to see my girlfriend today which was nice. Other than that I just did a lot of notes
2	its weird living in quarantine. I feel like I'm not motivated to get up and get stuff done and I procrastinate my school work. 
2	Hung out with my girlfriend all day and then hung out with friends at night which was really fun. A really nice relaxing day.
2	I woke up had a midterm that I felt pretty good about
2	Today went well
2	my fabric for becks christmas gift as shipped! there is a hope I will get it on time 
2	Writing about yesterday (February 29th)
2	tuesday
2	  I went to bed early last night
2	been a real fatigue day today so didn't get much done
2	exhUSTED AFTER A LONG DAY of work and some school
2	Spent time studying
2	Study day
2	Today went well... I did alright on my Quiz. I'm excited to go to camp this weekend.
2	Although I started my morning very tired because of staying up late
2	My day was good but i was tried. Went to yoga and had a good lift this morning 
2	I slept in and then worked on homework. Nothing really to stressful just trying to get farther in a project 
2	Today is a very productive day
2	it is a break day
2	Feeling increasingly accomplished today again
2	I coached myself through that exam with the help of Q life! I took some of the things I learned and put them to use.
2	I was very sick today. I woke up at 3am and was in the bathroom till 8am. I missed my classes and am very overwhelmed about school and my health 
2	i went to school today
2	Today is Valentine?€?s Day and so donavon and I spent last night and today at janets. We are house sitting for them but it was really nice just the two of us hanging out all day. We had a really nice supper steak double stuffed potatoes and salad. Christina has been annoying. 
2	Today was a good day. It's Sunday and our winter study break is over. I had a great week but I am also looking forward to going back to school
2	Manny threw me a surprise party!!! I was never so happy to be surprised. It was everything I wanted the whole night I was smiling. I literally had tears of joy the whole time. Also I have found people to take my room
2	It was a nice day though very busy.
2	bad day. 
2	Tomorrow is my chemistry midterm and I?€?m freaking out.
2	My day is starting off good
2	nothing special
2	Last night i didnt get much sleep
2	Sunday
2	Tough day. Hard to motivate myself. Felt down. I still accomplished a lot though at least. My birthday is tomorrow! I'm excited for that. The weather outside is beautiful.
2	Today is a good day. I woke up not feeling super sick ( win) I know I passed my midterm in physiology not as good as I?€?d usually want but considering I was sick I am okay with it! Excited to start the weekend and have time to study the subject I sick at -biomechanics. & see my boyfriend 
2	I feel well-rested after a good sleep yesterday. I am excited to begin reading week and de-stress
2	I got a really bad sleep last night and woke up feeling so tired and sick to my stomach
2	although my test all finished
2	I am going to do a Christmas dance chorio/video for the studio. I will create it
2	I found out i failed a midterm and was in a bit of a slump today
2	Studying for my exam
2	Today seems promising 
